,m,n,c,contigious,A,runtime,optimal_x,optimal_p,solver
70,20,20,2,True,"[[0 1 0 1 0 0 0 0 0 1 0 1 1 0 0 1 1 0 1 0]
 [0 0 1 0 0 1 1 0 1 0 1 1 1 1 1 0 0 1 0 1]
 [0 0 1 0 0 1 0 0 1 1 0 1 0 0 1 0 0 0 0 1]
 [1 1 0 1 0 1 1 0 0 0 1 1 0 0 0 0 1 1 0 0]
 [1 1 0 0 0 1 0 0 0 1 0 1 0 1 0 0 1 1 0 0]
 [1 1 0 1 1 0 0 0 1 0 0 1 0 0 0 1 0 1 1 1]
 [0 0 1 1 0 1 1 0 0 1 1 0 1 0 0 1 0 0 0 1]
 [1 1 1 0 1 1 0 1 1 0 1 0 0 1 0 0 1 0 0 1]
 [0 0 0 0 1 0 1 0 0 0 1 1 0 1 1 1 0 0 0 1]
 [1 1 0 0 1 1 0 0 0 0 0 1 1 0 0 1 1 0 0 1]
 [0 1 1 0 0 1 0 1 0 0 1 0 0 0 1 1 1 1 0 1]
 [0 1 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 0 0 1]
 [1 0 0 0 1 0 0 0 1 0 1 0 0 1 1 1 1 1 0 1]
 [1 0 0 0 0 0 0 1 0 0 0 1 1 1 1 1 0 1 0 1]
 [1 1 0 1 0 1 0 0 0 0 0 0 1 1 0 0 1 1 0 1]
 [1 1 1 1 1 1 0 1 0 1 1 0 0 0 0 1 0 0 1 1]
 [1 0 0 1 1 1 0 0 1 1 1 0 1 0 0 1 0 0 1 0]
 [0 0 0 1 1 0 1 1 0 1 0 0 1 1 0 1 1 0 0 0]
 [1 1 1 1 1 0 0 0 1 1 1 1 0 0 1 1 1 1 1 1]
 [0 0 1 0 0 0 0 0 1 1 1 0 1 0 0 1 1 1 0 0]]",0.0007345676422119141,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],18,bruteforce
71,20,20,2,True,"[[0 1 0 1 0 0 0 0 0 1 0 1 1 0 0 1 1 0 1 0]
 [0 0 1 0 0 1 1 0 1 0 1 1 1 1 1 0 0 1 0 1]
 [0 0 1 0 0 1 0 0 1 1 0 1 0 0 1 0 0 0 0 1]
 [1 1 0 1 0 1 1 0 0 0 1 1 0 0 0 0 1 1 0 0]
 [1 1 0 0 0 1 0 0 0 1 0 1 0 1 0 0 1 1 0 0]
 [1 1 0 1 1 0 0 0 1 0 0 1 0 0 0 1 0 1 1 1]
 [0 0 1 1 0 1 1 0 0 1 1 0 1 0 0 1 0 0 0 1]
 [1 1 1 0 1 1 0 1 1 0 1 0 0 1 0 0 1 0 0 1]
 [0 0 0 0 1 0 1 0 0 0 1 1 0 1 1 1 0 0 0 1]
 [1 1 0 0 1 1 0 0 0 0 0 1 1 0 0 1 1 0 0 1]
 [0 1 1 0 0 1 0 1 0 0 1 0 0 0 1 1 1 1 0 1]
 [0 1 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 0 0 1]
 [1 0 0 0 1 0 0 0 1 0 1 0 0 1 1 1 1 1 0 1]
 [1 0 0 0 0 0 0 1 0 0 0 1 1 1 1 1 0 1 0 1]
 [1 1 0 1 0 1 0 0 0 0 0 0 1 1 0 0 1 1 0 1]
 [1 1 1 1 1 1 0 1 0 1 1 0 0 0 0 1 0 0 1 1]
 [1 0 0 1 1 1 0 0 1 1 1 0 1 0 0 1 0 0 1 0]
 [0 0 0 1 1 0 1 1 0 1 0 0 1 1 0 1 1 0 0 0]
 [1 1 1 1 1 0 0 0 1 1 1 1 0 0 1 1 1 1 1 1]
 [0 0 1 0 0 0 0 0 1 1 1 0 1 0 0 1 1 1 0 0]]",3.0275042057037354,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.],18.0,mainsolver
72,20,20,4,False,"[[0 1 1 0 1 0 1 1 0 0 1 1 0 0 0 1 1 1 1 1]
 [1 1 1 0 1 0 1 0 1 0 1 0 0 1 0 1 1 1 0 1]
 [0 0 1 0 1 1 1 0 0 1 1 0 0 1 0 1 1 0 1 1]
 [0 0 0 1 1 0 1 0 1 1 0 0 0 1 0 1 0 0 1 1]
 [1 0 1 1 0 0 1 1 0 0 1 0 1 1 1 0 0 0 1 1]
 [1 0 1 1 0 0 1 1 1 0 1 0 0 1 0 1 1 0 1 1]
 [0 1 0 1 0 1 1 0 1 1 1 0 1 0 1 1 0 0 0 0]
 [1 1 1 1 0 1 1 1 1 0 0 1 0 0 1 1 1 1 0 0]
 [0 1 1 0 0 0 0 0 1 1 1 1 1 1 0 0 1 0 1 1]
 [0 0 1 1 1 1 1 1 1 0 1 0 0 0 1 0 0 1 0 0]
 [0 1 1 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 1]
 [0 1 0 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 0 1]
 [1 1 0 1 0 1 1 1 0 1 1 1 0 0 1 0 1 1 1 0]
 [1 1 1 0 0 1 1 0 0 0 1 0 1 1 1 1 0 1 0 1]
 [0 1 0 0 0 0 1 0 0 0 1 1 0 0 1 1 1 1 0 0]
 [0 1 0 0 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 0]
 [1 1 0 0 1 1 0 0 0 1 1 1 1 1 0 0 1 0 0 1]
 [0 1 1 0 0 0 1 1 1 1 1 0 0 1 0 0 1 0 0 1]
 [1 1 1 1 0 0 0 1 1 1 1 1 0 0 1 1 1 1 1 0]
 [1 1 1 0 0 0 1 1 0 0 1 1 0 0 0 1 1 0 1 1]]",0.058733463287353516,[1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],20,bruteforce
73,20,20,4,False,"[[0 1 1 0 1 0 1 1 0 0 1 1 0 0 0 1 1 1 1 1]
 [1 1 1 0 1 0 1 0 1 0 1 0 0 1 0 1 1 1 0 1]
 [0 0 1 0 1 1 1 0 0 1 1 0 0 1 0 1 1 0 1 1]
 [0 0 0 1 1 0 1 0 1 1 0 0 0 1 0 1 0 0 1 1]
 [1 0 1 1 0 0 1 1 0 0 1 0 1 1 1 0 0 0 1 1]
 [1 0 1 1 0 0 1 1 1 0 1 0 0 1 0 1 1 0 1 1]
 [0 1 0 1 0 1 1 0 1 1 1 0 1 0 1 1 0 0 0 0]
 [1 1 1 1 0 1 1 1 1 0 0 1 0 0 1 1 1 1 0 0]
 [0 1 1 0 0 0 0 0 1 1 1 1 1 1 0 0 1 0 1 1]
 [0 0 1 1 1 1 1 1 1 0 1 0 0 0 1 0 0 1 0 0]
 [0 1 1 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 1]
 [0 1 0 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 0 1]
 [1 1 0 1 0 1 1 1 0 1 1 1 0 0 1 0 1 1 1 0]
 [1 1 1 0 0 1 1 0 0 0 1 0 1 1 1 1 0 1 0 1]
 [0 1 0 0 0 0 1 0 0 0 1 1 0 0 1 1 1 1 0 0]
 [0 1 0 0 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 0]
 [1 1 0 0 1 1 0 0 0 1 1 1 1 1 0 0 1 0 0 1]
 [0 1 1 0 0 0 1 1 1 1 1 0 0 1 0 0 1 0 0 1]
 [1 1 1 1 0 0 0 1 1 1 1 1 0 0 1 1 1 1 1 0]
 [1 1 1 0 0 0 1 1 0 0 1 1 0 0 0 1 1 0 1 1]]",2.6871066093444824,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1.],20.0,mainsolver
74,20,20,4,True,"[[0 1 1 0 1 0 0 0 1 0 0 1 0 0 1 1 1 1 0 0]
 [0 0 0 1 0 1 1 1 0 1 0 1 1 1 0 1 1 0 1 0]
 [1 0 0 1 0 0 1 0 0 0 1 1 0 0 1 1 0 0 0 1]
 [1 1 0 0 1 1 1 0 1 1 0 1 1 1 1 1 0 1 1 1]
 [0 0 1 1 1 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0]
 [1 1 0 1 0 1 0 0 1 0 1 1 0 0 0 1 1 1 0 0]
 [1 0 1 1 0 0 0 0 0 0 1 1 1 0 1 0 1 1 1 0]
 [0 1 0 0 1 1 0 0 0 0 0 1 1 0 1 0 0 1 1 0]
 [0 1 1 0 0 0 0 1 0 0 1 0 1 0 0 1 1 0 0 1]
 [0 0 0 1 1 0 0 0 1 0 0 0 0 1 1 0 0 1 0 1]
 [0 1 1 1 1 0 1 1 1 0 1 0 0 0 0 1 0 1 1 0]
 [1 0 0 1 1 1 1 0 0 1 0 0 0 1 0 1 0 1 0 0]
 [1 0 1 0 1 1 1 0 0 0 0 0 1 1 1 0 0 1 1 0]
 [1 0 1 0 0 1 1 0 1 0 0 0 1 1 1 0 1 0 0 0]
 [0 1 1 1 1 0 0 1 0 0 1 1 1 0 1 0 1 0 0 1]
 [1 1 1 0 1 0 0 1 1 0 0 1 1 0 1 1 0 1 1 1]
 [0 0 1 1 0 0 0 0 1 0 1 1 0 0 1 1 0 0 1 1]
 [1 0 0 1 0 1 0 1 0 1 0 1 0 0 0 1 1 1 1 1]
 [0 0 1 0 1 1 0 1 1 0 1 1 1 0 1 1 0 1 0 1]
 [0 1 0 1 1 0 0 0 1 1 1 0 1 0 1 1 0 0 1 0]]",0.0007114410400390625,[1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],20,bruteforce
75,20,20,4,True,"[[0 1 1 0 1 0 0 0 1 0 0 1 0 0 1 1 1 1 0 0]
 [0 0 0 1 0 1 1 1 0 1 0 1 1 1 0 1 1 0 1 0]
 [1 0 0 1 0 0 1 0 0 0 1 1 0 0 1 1 0 0 0 1]
 [1 1 0 0 1 1 1 0 1 1 0 1 1 1 1 1 0 1 1 1]
 [0 0 1 1 1 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0]
 [1 1 0 1 0 1 0 0 1 0 1 1 0 0 0 1 1 1 0 0]
 [1 0 1 1 0 0 0 0 0 0 1 1 1 0 1 0 1 1 1 0]
 [0 1 0 0 1 1 0 0 0 0 0 1 1 0 1 0 0 1 1 0]
 [0 1 1 0 0 0 0 1 0 0 1 0 1 0 0 1 1 0 0 1]
 [0 0 0 1 1 0 0 0 1 0 0 0 0 1 1 0 0 1 0 1]
 [0 1 1 1 1 0 1 1 1 0 1 0 0 0 0 1 0 1 1 0]
 [1 0 0 1 1 1 1 0 0 1 0 0 0 1 0 1 0 1 0 0]
 [1 0 1 0 1 1 1 0 0 0 0 0 1 1 1 0 0 1 1 0]
 [1 0 1 0 0 1 1 0 1 0 0 0 1 1 1 0 1 0 0 0]
 [0 1 1 1 1 0 0 1 0 0 1 1 1 0 1 0 1 0 0 1]
 [1 1 1 0 1 0 0 1 1 0 0 1 1 0 1 1 0 1 1 1]
 [0 0 1 1 0 0 0 0 1 0 1 1 0 0 1 1 0 0 1 1]
 [1 0 0 1 0 1 0 1 0 1 0 1 0 0 0 1 1 1 1 1]
 [0 0 1 0 1 1 0 1 1 0 1 1 1 0 1 1 0 1 0 1]
 [0 1 0 1 1 0 0 0 1 1 1 0 1 0 1 1 0 0 1 0]]",2.8647303581237793,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0.],20.0,mainsolver
76,20,20,8,False,"[[1 1 1 1 0 1 0 0 1 0 0 0 1 1 0 1 1 1 0 1]
 [0 0 1 0 1 0 1 1 1 0 0 0 0 1 1 1 1 1 0 1]
 [0 0 0 0 0 1 1 0 0 1 1 1 1 0 1 1 0 1 1 1]
 [1 1 1 0 0 1 1 0 0 1 0 0 0 1 0 1 1 0 0 0]
 [1 1 0 1 1 1 1 1 1 1 0 1 1 0 0 1 0 0 1 0]
 [0 0 1 0 0 1 0 0 0 0 1 0 1 0 1 1 0 1 1 1]
 [0 0 0 1 0 0 0 0 0 1 1 1 1 0 0 0 1 0 1 0]
 [0 0 0 0 0 1 0 1 1 1 1 1 0 0 1 0 0 1 1 1]
 [1 0 1 0 1 1 0 1 0 1 0 1 0 1 1 1 0 0 1 1]
 [1 0 1 1 0 0 1 0 1 0 0 0 0 0 1 1 0 1 0 0]
 [0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 1 0 0]
 [1 1 1 1 0 1 1 0 0 0 1 0 1 0 0 1 0 0 1 1]
 [1 0 1 1 1 0 0 0 1 0 1 0 0 0 0 1 1 1 1 0]
 [1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 1]
 [1 0 0 1 0 0 0 1 0 1 1 0 0 1 1 1 1 1 0 1]
 [0 0 1 0 1 1 0 0 1 0 1 0 1 1 1 0 0 0 0 0]
 [0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0]
 [1 0 1 1 1 1 0 0 0 1 0 0 1 0 0 0 0 0 1 0]
 [1 0 1 1 0 0 1 0 0 1 1 0 1 1 0 1 0 0 1 0]
 [0 1 0 1 1 0 1 0 0 1 0 1 1 0 0 0 0 1 1 1]]",1.5034537315368652,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],20,bruteforce
77,20,20,8,False,"[[1 1 1 1 0 1 0 0 1 0 0 0 1 1 0 1 1 1 0 1]
 [0 0 1 0 1 0 1 1 1 0 0 0 0 1 1 1 1 1 0 1]
 [0 0 0 0 0 1 1 0 0 1 1 1 1 0 1 1 0 1 1 1]
 [1 1 1 0 0 1 1 0 0 1 0 0 0 1 0 1 1 0 0 0]
 [1 1 0 1 1 1 1 1 1 1 0 1 1 0 0 1 0 0 1 0]
 [0 0 1 0 0 1 0 0 0 0 1 0 1 0 1 1 0 1 1 1]
 [0 0 0 1 0 0 0 0 0 1 1 1 1 0 0 0 1 0 1 0]
 [0 0 0 0 0 1 0 1 1 1 1 1 0 0 1 0 0 1 1 1]
 [1 0 1 0 1 1 0 1 0 1 0 1 0 1 1 1 0 0 1 1]
 [1 0 1 1 0 0 1 0 1 0 0 0 0 0 1 1 0 1 0 0]
 [0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 1 0 0]
 [1 1 1 1 0 1 1 0 0 0 1 0 1 0 0 1 0 0 1 1]
 [1 0 1 1 1 0 0 0 1 0 1 0 0 0 0 1 1 1 1 0]
 [1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 1]
 [1 0 0 1 0 0 0 1 0 1 1 0 0 1 1 1 1 1 0 1]
 [0 0 1 0 1 1 0 0 1 0 1 0 1 1 1 0 0 0 0 0]
 [0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0]
 [1 0 1 1 1 1 0 0 0 1 0 0 1 0 0 0 0 0 1 0]
 [1 0 1 1 0 0 1 0 0 1 1 0 1 1 0 1 0 0 1 0]
 [0 1 0 1 1 0 1 0 0 1 0 1 1 0 0 0 0 1 1 1]]",2.6572299003601074,[0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0.],20.0,mainsolver
78,20,20,8,True,"[[1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 1]
 [0 0 1 0 0 0 0 1 0 1 0 1 0 1 0 1 0 0 1 0]
 [0 0 1 0 1 0 1 0 1 0 1 1 1 0 1 0 1 0 0 1]
 [1 0 1 1 1 0 1 1 1 0 1 0 0 0 1 1 0 0 0 0]
 [1 0 1 0 0 1 0 0 1 1 0 0 0 1 0 0 1 1 0 1]
 [0 0 1 0 0 0 0 1 0 1 0 1 0 0 0 0 0 1 0 0]
 [0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1]
 [1 1 1 1 0 0 1 0 0 0 1 0 1 1 1 0 0 1 0 0]
 [1 0 0 1 1 1 1 1 1 1 1 0 0 0 1 1 0 1 0 1]
 [1 0 1 1 1 1 0 1 1 1 0 0 0 0 1 0 1 1 0 0]
 [0 1 0 1 1 0 1 0 1 0 0 0 0 1 0 1 0 0 0 1]
 [1 0 1 0 1 0 1 1 1 0 1 0 0 0 1 0 1 0 1 1]
 [0 1 0 0 1 1 0 1 0 1 0 0 0 1 0 0 0 0 0 1]
 [0 1 1 1 0 0 0 1 1 0 1 0 0 1 1 0 0 0 1 0]
 [1 0 1 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0]
 [1 0 1 1 0 1 1 0 1 0 1 1 0 0 0 1 1 1 1 0]
 [0 1 0 0 1 1 0 0 0 0 1 1 0 1 0 0 1 0 1 1]
 [0 1 1 0 0 1 1 0 0 0 1 1 1 1 1 1 1 0 1 1]
 [0 1 0 0 0 0 0 0 1 0 1 1 1 1 0 0 1 1 1 0]
 [0 1 1 1 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 0]]",0.00057220458984375,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],20,bruteforce
79,20,20,8,True,"[[1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 1]
 [0 0 1 0 0 0 0 1 0 1 0 1 0 1 0 1 0 0 1 0]
 [0 0 1 0 1 0 1 0 1 0 1 1 1 0 1 0 1 0 0 1]
 [1 0 1 1 1 0 1 1 1 0 1 0 0 0 1 1 0 0 0 0]
 [1 0 1 0 0 1 0 0 1 1 0 0 0 1 0 0 1 1 0 1]
 [0 0 1 0 0 0 0 1 0 1 0 1 0 0 0 0 0 1 0 0]
 [0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1]
 [1 1 1 1 0 0 1 0 0 0 1 0 1 1 1 0 0 1 0 0]
 [1 0 0 1 1 1 1 1 1 1 1 0 0 0 1 1 0 1 0 1]
 [1 0 1 1 1 1 0 1 1 1 0 0 0 0 1 0 1 1 0 0]
 [0 1 0 1 1 0 1 0 1 0 0 0 0 1 0 1 0 0 0 1]
 [1 0 1 0 1 0 1 1 1 0 1 0 0 0 1 0 1 0 1 1]
 [0 1 0 0 1 1 0 1 0 1 0 0 0 1 0 0 0 0 0 1]
 [0 1 1 1 0 0 0 1 1 0 1 0 0 1 1 0 0 0 1 0]
 [1 0 1 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0]
 [1 0 1 1 0 1 1 0 1 0 1 1 0 0 0 1 1 1 1 0]
 [0 1 0 0 1 1 0 0 0 0 1 1 0 1 0 0 1 0 1 1]
 [0 1 1 0 0 1 1 0 0 0 1 1 1 1 1 1 1 0 1 1]
 [0 1 0 0 0 0 0 0 1 0 1 1 1 1 0 0 1 1 1 0]
 [0 1 1 1 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 0]]",2.9606404304504395,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1.],20.0,mainsolver
80,20,30,1,False,"[[0 1 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 1 0 1 1 1 1 0 1 0 1 0 1 0]
 [0 0 1 0 0 1 1 1 0 1 0 0 0 0 1 1 0 0 1 1 1 0 1 0 0 0 0 1 0 1]
 [0 1 0 1 0 1 1 1 1 1 0 1 1 1 0 1 1 0 0 0 0 0 0 0 1 1 0 1 1 0]
 [0 0 1 0 0 1 0 1 1 1 0 1 0 0 0 1 1 0 0 1 1 0 1 1 0 1 0 0 1 1]
 [1 1 0 1 0 1 0 0 0 1 1 0 0 1 0 1 1 0 1 0 0 0 1 0 1 1 1 0 1 1]
 [0 1 0 1 0 0 1 1 0 1 1 1 1 0 0 1 1 0 0 1 0 1 0 0 0 1 1 0 1 0]
 [1 1 1 0 0 0 0 1 0 1 1 1 1 1 0 0 1 0 0 1 0 1 1 0 1 1 0 0 1 1]
 [1 0 1 0 1 1 0 1 1 0 1 1 0 0 1 0 0 0 1 0 1 0 0 1 0 1 0 1 1 1]
 [0 0 1 1 0 1 1 0 0 1 0 1 1 0 1 0 1 1 0 0 0 0 1 1 0 0 0 0 0 1]
 [1 1 1 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 1 0 0 0 0 0 1 0 1 1 1 0]
 [1 0 0 1 1 0 0 1 0 1 1 0 1 1 0 1 1 1 0 0 1 0 1 1 1 0 0 0 1 1]
 [1 1 1 1 1 1 1 1 0 0 0 0 1 0 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1]
 [0 0 1 1 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 1 1 1 1 0 1]
 [0 0 1 0 1 1 1 1 0 1 0 1 0 0 0 0 1 0 0 1 1 1 0 1 1 1 0 1 0 1]
 [0 1 0 0 0 1 0 0 0 1 1 0 1 0 1 0 1 1 1 0 1 1 0 1 0 1 0 1 0 0]
 [1 1 1 0 0 1 1 0 0 0 1 0 0 1 1 0 1 0 1 1 0 0 0 0 0 0 1 0 1 1]
 [1 0 1 1 0 0 0 1 1 0 1 0 0 0 1 0 1 0 0 1 0 1 1 1 1 0 1 0 1 1]
 [1 0 1 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 1 1 1 1 1]
 [0 0 0 0 0 1 0 0 0 1 1 0 1 0 0 0 1 0 0 0 1 1 0 1 0 0 1 0 0 0]
 [1 0 0 1 1 0 1 0 1 1 0 0 0 1 0 0 0 1 1 1 1 0 0 1 1 1 0 0 0 0]]",0.0006451606750488281,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",14,bruteforce
81,20,30,1,False,"[[0 1 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 1 0 1 1 1 1 0 1 0 1 0 1 0]
 [0 0 1 0 0 1 1 1 0 1 0 0 0 0 1 1 0 0 1 1 1 0 1 0 0 0 0 1 0 1]
 [0 1 0 1 0 1 1 1 1 1 0 1 1 1 0 1 1 0 0 0 0 0 0 0 1 1 0 1 1 0]
 [0 0 1 0 0 1 0 1 1 1 0 1 0 0 0 1 1 0 0 1 1 0 1 1 0 1 0 0 1 1]
 [1 1 0 1 0 1 0 0 0 1 1 0 0 1 0 1 1 0 1 0 0 0 1 0 1 1 1 0 1 1]
 [0 1 0 1 0 0 1 1 0 1 1 1 1 0 0 1 1 0 0 1 0 1 0 0 0 1 1 0 1 0]
 [1 1 1 0 0 0 0 1 0 1 1 1 1 1 0 0 1 0 0 1 0 1 1 0 1 1 0 0 1 1]
 [1 0 1 0 1 1 0 1 1 0 1 1 0 0 1 0 0 0 1 0 1 0 0 1 0 1 0 1 1 1]
 [0 0 1 1 0 1 1 0 0 1 0 1 1 0 1 0 1 1 0 0 0 0 1 1 0 0 0 0 0 1]
 [1 1 1 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 1 0 0 0 0 0 1 0 1 1 1 0]
 [1 0 0 1 1 0 0 1 0 1 1 0 1 1 0 1 1 1 0 0 1 0 1 1 1 0 0 0 1 1]
 [1 1 1 1 1 1 1 1 0 0 0 0 1 0 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1]
 [0 0 1 1 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 1 1 1 1 0 1]
 [0 0 1 0 1 1 1 1 0 1 0 1 0 0 0 0 1 0 0 1 1 1 0 1 1 1 0 1 0 1]
 [0 1 0 0 0 1 0 0 0 1 1 0 1 0 1 0 1 1 1 0 1 1 0 1 0 1 0 1 0 0]
 [1 1 1 0 0 1 1 0 0 0 1 0 0 1 1 0 1 0 1 1 0 0 0 0 0 0 1 0 1 1]
 [1 0 1 1 0 0 0 1 1 0 1 0 0 0 1 0 1 0 0 1 0 1 1 1 1 0 1 0 1 1]
 [1 0 1 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 1 1 1 1 1]
 [0 0 0 0 0 1 0 0 0 1 1 0 1 0 0 0 1 0 0 0 1 1 0 1 0 0 1 0 0 0]
 [1 0 0 1 1 0 1 0 1 1 0 0 0 1 0 0 0 1 1 1 1 0 0 1 1 1 0 0 0 0]]",4.3480424880981445,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",14.0,mainsolver
82,20,30,1,True,"[[1 1 0 1 1 0 0 1 1 0 1 1 1 0 0 1 1 1 1 1 0 1 1 0 0 0 1 0 0 0]
 [1 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 1 1 0 0 1 1 0 0 1]
 [1 0 1 0 1 0 0 0 0 0 0 1 1 0 1 0 1 1 1 1 1 0 0 0 0 1 0 0 1 0]
 [1 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0 1 1 1 1 1 1 1 1 0 0 1 0 0 1]
 [0 0 1 1 1 0 0 0 0 0 0 0 1 1 1 1 0 1 0 1 0 1 0 0 1 0 1 1 0 1]
 [1 0 1 0 1 1 0 1 0 1 1 0 0 0 0 1 0 1 1 0 0 1 1 0 0 1 1 1 0 1]
 [0 1 0 0 0 0 1 1 1 1 1 0 1 0 0 1 0 0 1 1 1 0 1 0 1 0 1 0 1 0]
 [1 0 1 1 1 0 1 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 0 1 1 1 0 1 0 1]
 [0 0 0 1 1 0 1 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 1 0 1 0 1 0]
 [1 1 0 0 1 1 0 0 0 0 1 0 0 1 0 1 1 0 0 1 1 0 0 1 1 0 1 1 0 1]
 [0 1 0 1 0 0 1 0 1 0 1 0 0 0 0 0 1 0 1 1 1 0 0 0 0 1 1 0 0 1]
 [1 1 1 0 1 0 1 0 1 1 1 0 0 1 1 0 0 0 1 1 1 0 1 1 0 0 0 1 1 0]
 [1 0 1 1 1 0 0 1 1 0 0 1 1 1 0 0 1 1 1 0 0 0 1 1 0 1 1 1 0 1]
 [1 0 0 1 0 0 0 0 0 1 1 0 1 1 0 1 0 0 0 1 0 0 1 0 1 1 1 1 0 1]
 [0 1 0 0 1 1 0 1 0 0 0 1 0 1 1 0 0 0 1 1 1 1 0 0 1 0 0 1 0 1]
 [1 1 1 1 1 0 0 1 0 1 0 1 0 0 0 1 0 1 0 1 0 1 0 0 0 1 1 0 0 0]
 [0 1 1 1 0 1 0 0 1 1 1 1 1 1 0 0 0 0 0 1 0 1 1 1 1 0 0 1 1 0]
 [0 1 0 0 1 0 1 1 0 0 0 1 0 1 1 1 0 1 0 1 0 0 0 1 1 0 1 0 0 0]
 [1 1 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 1 1 1]
 [0 0 1 1 0 1 1 1 0 1 1 0 0 1 0 0 1 0 0 1 0 0 1 0 1 1 1 1 0 0]]",0.0011334419250488281,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",15,bruteforce
